doc_id,text,human_labelled
1850,The times I said something stupid. Like when I was talking to a friend and I said the first thing that popped into my head. The memory would come back to me and I would feel like they would never talk to me the same way again because I am an idiot.,
1851,When i hooked up with this guy who was my friend and then afterwards he started ghosting me and i was like forget the other stuff lets just be friends and he was still being a dick so i went a lil crazy on him (just a lil) and he thinks im a lil crazy now,
1852,"There was a miscommunication between myself and someone else in which I felt they were hurt by it.  While they said that they weren't and I attempted to clarify the situation, I still felt that they were hurt by the initial interaction.  Sometimes I feel guilt over this.",
1853,"recollection of a major conflict my parents had a few years ago, where one accused the other of cheating. one slept in the basement for a few weeks, the other lashed out at my siblings and i with emotional rage. i questioned everything i knew about love and relationships, and watched the worst parts of my parents' personalities emerge. rage, violence, hate, ignorance. realized my mom might have BPD, i asked my extended family to help me get help and i was shut down.",
1854,I went to Korea when I was very young to go to an art school I remember being yelled at by my teacher frequently when a bunch of other students were around.,
1855,I don't remember any that is repeated.,
1856,i have recurrent collections of my last week of full time work,
1857,I remember random facts that I didn't know before. These fact where taught in class and I couldn't grasp it then,
1858,My dog having a seizure on the ground in front of where I was living in Waterloo,
1859,"being prescribed medication for hypothyroidism. I was depressed and ill for a really long time before I found a solution. This had severely affected my performance in school as well, in a negative way.",
1860,"Most of the memories I experience are either memories that I have tried to suppress or some of the greatest memories I've had. The memories I've tried to suppress are usually associated with me feeling embarrassed or critically judging myself, whereas some of my greatest memories will be related to feeling very big and ""on top of the world"" - like.",
1861,I was alone at a local community center trying to buy a phone. A pair of two tall black men in hoodies arrived. They struck me with a pistol when I refused to comply.,
1862,"Driving down a certain road near my family house, there was a cop hidden standing behind a sign holding speed gun and checking the speed the cars were driving. Each time i passed by that street i always look to see if he is there checking my speed in case i am speeding. Its been a long time since the last time I saw him there, but i still look out of habit.",
1863,I can't actively recall. I try to suppress any bad memory when it comes up.,
1864,"it should be when i was trying to have relationship with my first girl friend. I feel shameful about when i talk some love word or write something or date with her. Now we seperated, and the memory of the shame things often flash back to my memory. Honestly, some recurrent memeory recollections mostly are my shame memeory or regretful or happy memeory.",
1865,Break up with an ex during which I acted out desperately. Said some questionable things and begged/cried for another chance. In the end none of these things worked and we broke up anyway.,
1866,A recollection of an argument/issue with a friend will pop up into my mind at times. An online friend of mine and I experienced communication issues (e.g. not talking as much as before and not spending much time together) earlier this year - January 2019. The memory of the discussion we had about this issue will pop up into my mind ever so often. This issue has not been resolved yet between us.,
1867,"A conversation with someone. I was not involved in the discussion itself, but part of the group listening to what the two other individuals were talking about. Not a particularly emotional or important event. Possible I will never think of it again.",
1868,When I encountered sexual assault.,
1869,I wanted to remember a certain poem i learned in the beginning of middle school and it came to suddenly,
1870,I was at my job driving a Zamboni for the university ice Hockey ring and the solution to a problem came to me while I was almost in an automatic mode.,
1871,"things from the past such as interactions with girls, mistakes ive made, embarrassing moments   usually things we try to forget but never can because of how cringe they are",
1872,generally i what pops in my mind is what I hear from other people. And when I see myself in such situation it instantly pops,
1873,childhood dreams,
1874,a memory of traumatic event,
1875,"Very vivid at the time, but did not think much about it and forgot about it",
1876,"When I was young, my mom locked me out of the house for getting math problems wrong. I cried and begged her to open the door, but she walked away without taking a second glance back. Eventually, my grandmother felt sorry for me and opened the door to let me back in. My mom and grandmother fought and my grandmother cried, asking her to love me more.",
1877,"memories of hanging out with a guy from my past, I remember the experiences I had when I knew him, dreams of hanging out with him, or him ignoring me, regretting everything, questioning why I still think about him. I unno",
1878,"A memory of an event that I have recently reflected on occurred back in elementary school. My older sister had a really close friend where we would be dropped off to their house before school and we would take the bus together. We would be dropped off early, so we would just be sitting on the couch watching TV when we would wait for my sisters friend and her siblings to get ready for school.",
1879,"When I made notes in a geography class, I felt familiar about the movement about taking notes and the context I wrote. This experience is seen like I experienced before.",
1880,"Honestly, my mind is always active and these kinds of memories pop into my mind randomly quite often. There is no way I could pick one that I think of most often.",
1881,"My friend told me how to turn off the website blocker on my computer. In trying to forget how to do it (so i could be more productive), I in fact just kept remembering it. Every time I think about memory or forgetting, I remember my friend telling me how to turn off the website blocker.",
1882,I just remembered someone saying a phrase again.,
1883,It was a childhood memory. Closely linked with my parents and how I feel about it now.,
1884,"It was a memory from elementary school, and they were memories on a person I admired and respected. I also felt like I could be myself around this person, and I had this memory sometime after being mistreated by others.",
1885,"I am walking along in an alley, I see somebody in front of there. I did not go that direction, but I know there is a theater group and they are working for a film. I moving away from the crowd. Finally, I stop before an empty house. I can see it is empty throw the window. I want to walk into the house, but I feel somebody want to call me to stop. I don't know who, and also don't know why I have this feeling, but I know somebody wants to call me.   That's all.",
1886,"The event that recurrently pops into my mind is about my fathers parenting style. During my earliest years that I can remember, he was always supportive and present even during the ""small things."" He was also strict in some specific instances and at times not very patient (rarely happened).",
1887,"A highschool friend trying to make me open up/talk more and me ignoring that person.  Failing a term and not dealing with it well. First year of university memories. working out memories family memories, everyday things-fights, laughs, etc.",
1888,1) The few moments before I fell off my bike and got a concussion 2) My first kiss 3) *Context: I used to row on the credit river in Mississauga* I sometimes remember rowing across the water with wind blowing through my face,
1889,/,
1890,"things I regret and sad memories. moreover, happy memories and thing I enjoyed. Also, activities I have done.",
1891,"I am sorry, but I cannot remember the event very well.",
1892,has a breakup with my girlfriend. getting depressed after that. it will take a long time to move on from her.   but I will over come that problem.,
1893,I have too many to remember,
1894,Memory of my late mom taking me with her to work,
1895,I usually forget them,
1896,some related experiences or images will comes up in my mind when I meeting something but it rarely happens.,
1897,"My teacher asked who threw down the socks, and I was afraid to admit it.",
1898,"The memories are different each time, but it usually comes suddenly when doing something. I would have a memory that I have done this before or that I have thought of this before. It quickly disappears.",
1899,I see a profs I've had teaching.,
1900,It was a random day that I was on holiday a very long time ago.,
1901,Some random childhood time spent with parents.,
1902,I don't remember. IT's more just like deja vu moments,
1903,Spending time with a good friend and being close to them.,
1904,I sometimes think about elementary school.,
1905,"I have a random memories pop up from the past, which usually involve hanging out with old friends. We are no longer friends but I randomly recall what we did when we hung or what happened during that particular hang out.",
1906,n/a,
1907,I went on a vacation out West a few years ago. I specifically remember horseback riding and rode past a golf course. We saw a herd of elk and had a buck with enormous antlers.,
1908,I recalled a storybook that was given to me for my birthday. I recall the stories in there about a bear and a sleeping lion. I remember the book being filled with so many stories and it was heavy and large and white. I recall reading the stories by myself and imagining them come to life.,
1909,"In grades 11 and 12, I competed in a business competition. I went to Toronto for the provincial level and Atlanta and Orlando for the international level. I had a lot of fun with friends and enjoyed exploring the new cities. Felt Alive.",
1910,This memory is kind of embarrassing.  It's like I'm reflecting upon a me that only happened at that point in time.  It doesn't quite feel like how I would usually react.  And it's weird to know that other people experienced a different version of myself.,
1911,Something upsetting happened and it was all I could think of for a while.,
1912,"The most frequent recollection that has recurrently popped in my mind by itself would be my first meeting (in a very long time) with a childhood friend of mine where we talked about things happening in our lives and personal circumstances that had happened in the past couple of years. The things we talked about that day come up from time to time whenever we meet up or if I'm reminded by something in our conversation in the situation I'm in. This had all happened within the last year in Winter, where we had a long heart to heart discussion of the things we were going through.",
1913,"Remembering an event where I crossed paths with someone I had feelings for, said something i perceived as stupid, and left the interaction feeling very embarassed.",
1914,not sure,
1915,I was hanging out with my friends and we were relaxing in our room. It was nighttime and we were going to bed. My one friend got a cool light off of Amazon and we fell asleep to relaxing sounds and cool lights.,
1916,Memory of forming friendship with a person,
1917,It was good memories that I had with a specific person. These memories brought happiness in a time where sorrow occurred.  It reminded me of our connection and the purpose of our relationship.,
1918,"The recollection I had within the last year was a memory from when I was very young, approximately 5 years old. I was at a park near my old house that we used to go to and it was fall and my grandparents were there, who are originally from Poland. I remember going down a slide and feeling really happy.",
1919,I would remember my high school life where I have more friends compare to life in university and how I am more disciplined and engaged in high school than in college.,
1920,"It is leaving my home for a trip to Canada and constantly recollecting my family at the check in counter at the Dubai International Airport bidding me good bye. I remember vividly the expressions, tears and hugs that brought me comfort. I remember the anxiety I had of what to expect when I get back to Canada.",
1921,"the most recent would be the recollection of memories of the last time I saw my mom on vacation last year  Although, i saw her during christmas my recollection keeps me thinking that the last time was last year in June  its kinda weird",
1922,Climbing to the top of an evergreen tree beside my childhood home and tying a ribbon to the highest point I could reach in competition with my younger brother.,
1923,Meeting person I met in class and being close friends. Friend is a significant other. Friend hangs out with me.,
1924,Being at the house I grew up in back in the Philippines. I often find myself outside the gates looking in. It's around mid-day and it's sunny.,
1925,The memory was from orientation week in first year. I remembered meeting someone from juggling club with my friends and we stayed with him and learned to juggle for a couple hours on the V1 green late at night. It was only a couple days in and it was really significant because that night was one where I really bonding with some of my closest friends now.,
1926,The most recent recollection that pops up in my mind is a date I had with an ex. It is something I think about when I remember that specific location. It was in the fall to Blue Mountain where we spent an overnight trip. We both had a great time.,
1927,"Missing an old friend who has not talked to me for a while, our common experience sometimes occurs at my head when I was wondering during a boring lecture.",
1928,"Sitting on the edge of a cliff, looking out over a forest, and feeling at peace.",
1929,"The memory is of watching a stand-up comedy special with my younger brother. I remember what jokes were being told, how my brother and I were sitting on the couch, and what we were eating.",
1930,Sitting by a lack under a tree relaxing alone as the sky is clear and well lovely. I had a habit of staying at the same place and i think its just when i am at the most peaceful. Also i love lakes in general making it understandable why the sight is a memory that pops in my head constantly.,
1931,"Times I spent with my dad will randomly pop into my head.  Fun times we had, things I miss about him.",
1932,"Spending time with my grandmother. Mostly her raising me up from a young age. Examples such as going to the supermarket, park, etc.",
1933,"Miss the summer when I was living with one of my best friends. Some really trivial and daily stuff about everyday life, just miss the time when I am not alone every day. Also miss the time before university with my family.",
1934,"Back when I was a kid around the age of 4 or 5 (junior kindergarten) frequent memories of time with my parents and grandma speaking my home language that I do not use frequently anymore. Doing school projects, learning English and playing lego with them.",
1935,"In grade 10, I went tree planting for a NGO in the suburbs away from any civilization. Then in the morning, I really needed to poop and there were no washrooms nearby. I remember I somehow held it in for the entire day.",
1936,"As a child going to McDonalds and watching it appear around a bend and disappear as we walk down a winding road. Each time it would disappear my brother would say to my Grandma ""where Donalds go?"" and then get excited when it would reappear he would get very excited about it. Its not a ver long memory but I just think about it every so often.",
1937,Memories from a competitive high school sport where I played well. It felt good to think about my good performances in this sport. It also feels a bit sad that I don't play anymore.,
1938,"Sometimes I will unexpectedly remember what it was like to hold my ex-boyfriend's hand. I did it often enough, but typically it is either when we were walking or just hanging out together.",
1939,"I find my memory is quote vivid. I am able to remember the place and time of the event, individuals at the event and what they were wearing. I am able to describe certain areas of the event that were more enjoyable than others.",
1940,"I am at the park with my mom, dad and brother. I am young, around five, and exploring a particular garden path that has always amazed me. I am looking at how the tree branches surround me in an almost protective armor.",
1941,I remembered the time my two friends and I got sushi and I  had one of the best days of my life. I probably get this memory to pop into my mind twice a month at least,
1942,"I have had recollections of a family trip that occurred almost 12 years ago. During this family trip, my family visited where my grandparents grew up on a very small island. We attended a family wedding and I met many new relatives during the trip.",
1943,"I keep recollecting my previous relationship and places we went. We had this apartment and everytime I pass by it, I remember memories of him. Particularly, I remember small memories that are fragmented and short and usually happen when I'm walking around campus. I remember him bussing to waterloo when I'm near davis centre.",
1944,I remember being in Switzerland in the summer with my best friends. It is warm and beautiful and we were so incredibly happy and free. It was the last time we were going to be together for a long time as it was our grad trip and we were all going to completely different countries for university.,
1945,"My parents and I went on a day trip outdoors to do hiking/fishing. I remember having a lot of fun and being happy, but right before driving back my parents got into a fight, changing the atmosphere to one of anger and sadness. When we got home, we made up.",
1946,Memory with my significant other when I first met him. It is when we were first starting to get to know each other.,
1947,memories about memorable childhood events,
1948,I went to school in my hometown every day when I was at primary school. I went with my classmate who sitted beside me. We talk about homework and fun things at school.,
1949,"Winter weekend at the cottage, with my fiance...  roaring fire in the woodstove.  It is night time, lightly snowing and no sounds outside can be heard. The feeling is peaceful and calm.",
1950,"Memory of my childhood year at preschool and early elementary year have been a constant reflect for the most recent years. My memory is around the carefreeness, happy and wholesome childhood I've had, even from my early years. I was surrounded by a strong family support system and community that all bought into my success.",
1951,I remember temperatures and physical sensations specifically. This is all in relation to my emotional state at the time. I this current case it is simply me playing in rough sand in the hot sun at an early age.,
1952,just hanging out with friends back in BC,
1953,There is a room that appeared to me in a dream that I call the glass room. I enter it and I sit in a lazyboy chair. I dream that dream at least once a week and I thought about it earlier today.,
1954,Previous relationships and missed encounters that led to missed opportunities.,
1955,"I have a memory of my puppy jumping off the couch in which he sprained his leg. I am constantly worried about it happening again, which is why I always think about it. Whenever I see him on the couch, the memory pops into my mind because I am anxious it will happen again.",
1956,My mom telling me that she has breast cancer.,
1957,My dog passing away.,
1958,Being stuck on a narrow mountain and unable to move. Still think of what would have happen if I fell off the mountain.,
1959,Memory of awkward interaction between myself and a co-worker. It was during a co-op placement and one of the few times I had interacted with them. I had responded awkwardly to something he had said.,
1960,"Out with friends and one of them puts out his hand as if to do a high-five. I go for the high-five, but he wasn't actually trying to high-five. I get left hanging and my friends laugh.",
1961,an intense fight and argument,
1962,"The specific memory of my roadtrip in California with a friend from earlier in the year often pops back into my head. Specifically, the drive back up the coast during the final day of the trip is especially vivid. The emotions I felt (sadness due to the trip ending) are vivid, even in my recollection, as are the visuals and the auditory sensations I felt.",
1963,no,
1964,Spending nights with someone I did not know very well for a few weeks and then having drunk sex with them. It was very embarrassing and I regret it very much. I very often get memories of those times flashing into my head and making me very uncomfortable and irritable.,
1965,My recurrent memories are normally associated with one person. Because this person has affected me in a way that was hurtful and where the relationship has turned out in the end.,
1966,social interactions,
1967,"Usually it is some form of mistake or embarrassment that I have gone through, the most common one is in 4th or 5th grade when I hit another kid for no reason. To this day I have no idea why I did this and it still comes up in my mind almost weekly.",
1968,"I can't recall the recollection, I just remember it happening within the last year.",
1969,The death of my father. My mother telling my brother and I. The funeral.,
1970,"The overall well-being of others and whether I have impacted their safety, well-being, happiness etc. Regretting saying something in fear of offending them.",
1971,"I have a memory about the funeral services of a close family member who has passed away. I can clearly see everything that I saw on that day, who was there, and the facial expressions of everyone.",
1972,"it happens so often that it's hard to describe just one. I will randomly remember minuscule details from any time in the past. the most recurring memory that randomly pops up is when i was little and my uncle committed suicide, which i was just told 15 years later, last month. I only remember sitting on a stool in my grandparents family room. nothing else except that stool.",
1973,Having to leave a term I put a lot of effort into due to medical reasons,
1974,I remember feeling scared. I remember feeling like I had to escape but was to afraid to do so alone. I get frustrated when I think about it.,
1975,"Being admitted to inpatient care at GRH multiple times for weeks, for the past year. They were all involuntary stays and horrible.",
1976,"I remember the details of the event, such as who I was with, what we were doing, the things we talked about, etc. I remember how the event made me feel. I remember finer details, such as what we were wearing or certain smells as well.",
1977,its like a flash back moment i can picture vividly in my mind. And the same feelings return with it.,
1978,There was one time tripped over the stairs in a lecture hall. It was an embarrassing memory and some other students in the class were looking at me and asking me if I was okay.,
1979,I remember my crush approaching me while walking to my next class and hitting on me. I didn't understand the situation and brushed her off. I keep having these regrets of not saying how I really felt to her. That event has haunted me for the past year.,
1980,Unhappy event that occurred which caused a bunch of stress in my childhood experience.,
1981,"I recalled a time in high school where I was trying to convince my father to let me go on a school arts trip to England with my best friends. The 'event' occurred every night for over a week, where I'd sit down with my father and mom, as I tried to bring a new argument to the table or make a new agreement each night, and my father would keep saying unecessarily hurtful things to me (I don't deserve to go, I'm not doing enough, I'm not good enough, I should quit my favourite extra-curricular to appease him, etc.). After the talks, I would hide in the bathroom for a few hours and cry, then make up some excuse to my friends about why I probably won't be able to go on the trip.",
1982,when my dog got hit by a car,
1983,"Being anxious, and having to move back from Montreal. The feeling of panic attacks.",
1984,"In general, I tend to remember particularly anxious and embarrassing situations.",
1985,A friend and I had a falling out. This friend was very important to me and left in an (in my opinion) unfair way. Memories of our past and of the events preceding the falling out are the most frequent recollections.,
1986,I host games of Dungeons and Dragons with close friends. I tried to pull off a highly choreographed scene as service to one of my players and their character. Due to circumstance and some mistakes it became somewhat anticlimactic and made me feel like I failed the friend.,
1987,I was out with friends at a club in town. My boyfriend and I just got back together after taking a break. A friend who I just started speaking to again found out my boyfriend was with another girl during our time apart. He hadn't told me and I found out from my friend and the girl who he was with was there too. I confronted him and he said it was true and I broke down because we had a history with this girl being the root of problems in the past.,
1988,"I felt somewhat restless, irritated, and upset. I often remember this while I am walking alone for a long period of time.",
1989,"A disciplinary talk with my manager on my last co-op. The feelings of guilt, and disappointment and sadness and embarassment were very strong during the discussion and the memory and the emotions attached haunt me frequently. I can picture myself in her office, the way i constricted my body, me clasping my journal and fighting back the urge to sob.",
1990,"sitting in my friend's room and talking with her and another friend about an event we were running. we were all really tired and watched a movie as we talked. there was an issue involving us and another member of our team, which we talked about.",
1991,Recollection of the times I have been sexually assaulted. I'd prefer not to go into any more detail in this survey,
1992,A fight with my boyfriend that almost lead the end of our relationship.,
1993,Snitched on classmate in Grade 12.,
1994,Childhood memories with my grandmother. In this memory I am back in india. I am in my childhood home.,
1995,My mother attempted suicide.,
1996,"Every time i drive i recall my previous car accidents frequently, and usually it happens at intersections, where my accidents occurred. I feel as if it plays in slow-mo and im having an out of body experience watching cars drive by. It only last for 20 seconds before i try to snap myself out of it.",
1997,The memory of a break-up. It included the environment and all feelings associated with it.,
1998,Everytime I drive to school I have the recurrent memory of driving my dad to the hospital. We were on the same road that I take to get to school and he was quiet beside me wearing a grey sweater and black sweat pants. He would always remind me to make the right turn and even though I didn't need the reminder I still let him tell me.,
1999,"I was hit by a car in a really bad car accident several years ago. I remember it a lot. I think about it when I am in a car, and when I am alone or with friends and family.",
2000,an event that was very traumatic for me and impacted my life significantly.,
2001,A breakup,
2002,When I had a strong emotional reaction and revealed a lot of personal and emotional information to a friend. This is not something I usually do and am not comfortable doing. I am a very private person.,
2003,i remembered a time when my sister got in trouble for something she dint do. The person who was really responsible ended upsetting caught in the end. But the people who accused my sister never apologized to her for it.,
2004,My car was recently hit in a parking lot. The person beside us was reversing and hit our car. I got out to talk to her and she drove away,
2005,Sitting in an elementary school classroom and answering a question and remember hearing a class mate laugh at it. I believe this moment to be what started my shyness.,
2006,"I had the chance to play at a high level for my main sport, but I didn't go to the final tryout. That memory of not going has recurred constantly for years",
2007,Girl my age trying to kiss me when I was 7 at a sleepover. I remember being very uncomfortable.,
2008,"Just one year ago, my cousin passed away in a car accident and I was notified at work. I remember driving to my cousin's house and meeting up with my family. The memory of the tears and the feeling of that sadness often cross my mind. Sometimes, the recollection is not sad but a memory of when he was still around and the joy he brought.",
2009,Usually a spontaneous memory of spending time with my ex. I usually remember myself casually hanging out with him in his room.,
2010,childhood trauma.,
2011,"Breaking up with a long-term boyfriend. Feelings of sadness, anger, and confusion are often brought back when I have this memory. I also feel a lot of guilt when I think about this memory while with my current partner.",
2012,Think about the domestic and emotional abuse that occurred in the family. Times when parents have yelled at each other and at me for misunderstandings or small issues.,
2013,An unpleasant memory about traveling to visit family. I had an unfortunate interaction with relatives that left me extremely upset. I ended up crying alone for a few hours before anyone realized I had disappeared.,
2014,Giving a girl a cookie without any intentions of attracting the girl. I just wanted to be nice.  I later realized that I have sent mixed messages She later expressed feelings about me We couldn't get together,
2015,"My dad's heart attack, which happened in 2016. I often think about it and the events leading up to it, as well as how it changed how I interact with people in my life",
2016,"Random memories of my father, usually triggered by some connection to what I am doing in the present moment. I do not remember the most frequent recollection, as there isn't a ""most frequent"" one. Sometimes the recollections might be unrelated to my father, but triggered by smell or sensation (e.g., the feeling of fall breeze on my face).",
2017,It's too personal. But it was a situation that had feelings of shame associated with it.,
2018,the memory felt sad and scary of an incident that happened to me before coming to university,
2019,Childhood trauma.,
2020,"it was job related, a task I should have done at work.",
2021,"a recent boyfriend, which was not a healthy relationship.",
2022,I stated to a coworker that I hadn't showered in 3 days because I was feeling bad. They said that's disgusting. I then said I only washed my body and not my hair to clarify.,
2023,can't think of anything,
2024,Father walking around yelling intoxicated at night. Running away from him. Mom crying and hiding us.,
2025,"I actually don't remember exactly what it was, but there i felt like i think about same thing over and over again.",
2026,A dumb thing I said,
2027,A fight that took place one night walking home.,
2028,"The memory was from when I was 12, and it is unpleasant in the sense the memory took me by surprise and had some damage to my family. This is an unpleasant memory and I do not like to think about it. It affects my mood when it pops into my mind.",
2029,"I was 12 or 13, an older man in the neighbourhood was in his boat at our local dock. I was tanning with my friend, and he started saying sexual things towards me. I was confused and upset. He later started following me to work etc and we had to get him banned",
2030,"i had a recollection of a memory where i had a falling out with a friend i had feelings for, and then got intrusive thoughts about what could have happened instead of what actually did",
2031,recent toxic relationship,
2032,getting broken up with by text,
2033,I was asked to translate what a patient was saying. I was unable to. Another person had to come and do it for me.,
2034,It usually happens when I go to bed. The things I had to do for the day will automatically pop up in my mind. I get stressed when I realize I have so many things left to do.,
2035,A memory of a conversation during a romantic breakup,
2036,In the most recent year the most frequent recurring memory is of a family gathering of sorts.,
2037,having a sense of complete trust in someone,
2038,"there aren't any, I answered the last question wrong. I haven't experienced this in the last year, I was mistaken",
2039,"I was unnecessarily rude to my best friend. I was not in a good mood and I got mad at him, and I feel bad for doing so. Its more embarrassing than anything.",
2040,"i have memories of my childhood events such as birthdays, moving to a new city, school friends and my family.",
2041,"Failing to be human and having to quit something because of it, wondering what happened, why am I like that. Social rejection, their are some things you wake up with everyday, I remember they made a decision and I went through with it cause I was weak. Extreme personal failure. By themselves? How am I supposed to know when it comes by itself? How can you trust anything coming from the darkness.",
2042,I would remember events that had happened a couple years back when I'm discussing topics with friends. the topic and the recurring event are never related.,
2043,"I was standing in a crowd of people. I saw others looking at me, talking about me, sometimes pointing at me. I heard their voices, sometimes only their voices and no images.",
2044,uh no,
2045,telling my friend that i was in love with her,
2046,I remember being embarrassed about the situation. I believe it is the embarrassment that has this memory reoccurring,
2047,"I was in grade 5 and I thought it would be funny to tie my friends shoes together. I honestly didn't have any ill intent, but she ended up tripping and getting hurt.",
2048,I was in the hospice with my grandma the night she passed away and had to stay to clean out her room and drive my family home.,
2049,The memory was vivid and stressful. It covered many of the significant parts of the event.,
2050,My father's past with drug abuse.,
2051,"Thinking about certain events, the thought came into my mind randomly. I was thinking about something else completely different.",
2052,memory is finding out that I was cheated on multiple times. So the actual memory is the thought of that person with my significant other,
2053,"I had criticized someone I knew that caused tension between us. She had ignored me for several months, which caused me to feel stress and anxiety. A recollection memory would appear in the situation (talking with her), and I would try to justify my behavior.",
2054,about the past school years and how boys have messed it up,
2055,It was an embarrsing moment that just popped up in my head. I was in a situation where I said something I should not have and the conversation got awkward.,
2056,"I remember some details about that event. I remember feeling very stressed about the event. Whenever I think about it, I get upset.",
2057,A funeral I attended that was really sad.,
2058,It was about not doing well in school. Failing courses and not being happy. Constantly struggling to get by.,
2059,"Truthfully I might've picked the wrong answer, I'm really sorry. My understanding was when you're just hanging out and an unrelated memory pops into your head, for example: I'll be driving when suddenly I'm getting a flashback of an unpleasant interaction that I had with a bullyish coworker pops into my mind. I will relive the experience, the feelings of embarrassment and consider if there might've been better responses.",
2060,most frequent recollections that recurrently pop in my mind within the most recent year have mostly just been embarrassing moments from mostly my teenage years. they were things that I said or did in front of a group of people.,
2061,This was a memory which happened about 1.5 years ago. This was when someone close to me betrayed my trust. It took me a long time to forgive this person.,
2062,It's a really intrusive memory of waking up in a hospital bed after knee surgery. I feel panicked and trapped and emotional and scared and in immense amounts of pain. This is a common recurrence.,
2063,broke a guys heart by ending it with him and then dating his cousin but his cousin ended up being a jerk and made a lot of my friends hate me after breaking up with me,
2064,It was when  i had an arguement with a best friend. It made me very anxious that our friendship might disappear and i constantly thought about it and how to apologize and get out of it.,
2065,n/a,
2066,When I studied super hard for a midterm. After writing it I felt confident I did well. I got the mark back and I barely passed.,
2067,Various arguments with loved ones,
2068,my previous romantic relationship regarding my behaviour and what I can improve memories with a particular friend,
2069,"The most frequent recollection that has recurrently popped into my mind by itself within the most recent year, especially within these last few months, is a situation that happened  between my two most long-standing friends and myself. This event occurred in the seventh grade, and it was incredibly embarrassing and distressing for myself. It involved them trying to watch me in a very uncomfortable and private situation at school, that made me feel strange around them for a while after.",
2070,Doing something embarrassing when I was younger and just wondering why i was like that. Also how I wouldn't do the same action again in present day.,
2071,"My dad being in the hospital, in pain, non responsive. Watching him die.",
2072,I was sexually assaulted and possibly raped by strangers on a street.,
2073,I was very embarrassed because I did poorly on a school project with very low preparation in front of my peers. That really is all there is to it,
2074,"Asked an awkward question in front of the whole school during a school event. Though no one else thought it was a weird question and nobody talked about it, memory of asking that question often enter my memory and I feel embarrassed by it every time.",
2075,Memory of traumatic sexual situation from past relationship.,
2076,when i was younger my dad had a massive stroke. I usually will remember the paramedics taking him out fo the house. Then i picture him in the hospital and visiting in the hospital after school everyday.,
2077,-,
2078,I cannot recall the details.,
2079,sexual assault,
2080,my dad calling me by my nick name on the phone. I hear his voice,
2081,"Recollection of a particular tender conversation in bed with an ex-lover with which I had painfully parted with. Lying in bed, we are sharing with the other how dearly and highly we think of each other, that the other person is 'special' to us.",
2082,"Loss of friends in an accident, so it's the memory of that time of grieving and trauma.",
2083,Someone getting mad at me when I didn't do anything. It bothered me so it kept popping into my mind,
2084,"Well, since this survey is already worded in an very insensitive manner i might as well be blunt. At times, the memory of my abortion randomly pops in my mind, and i can remember details about the rooms, what the nurses look like. The other young woman getting one who held me when i cried. Even remember how it felt.  The second is the memory of the day my ex told me he cheated.",
2085,a sexual harassment case. at nigh in a car. another case. after getting drunk and in my friend's house,
2086,my last relationship ...it ended ugly and i feel guilty bc i felt i was too pushy and trying to get too ahead...we got lost in our chemistry and didnt spend enough time getting to know each other...also he just blocked me and found someone else...i feel mad and sad...bc i really did want this... ...this event repeats a lot n every time it just depresses me more,
2087,It was vivid and detailed. Brought intense feelings with it. Sometimes affected my productivity.,
2088,"I am driving down a road after being asked to go for a drive with someone close to me. This person then stopped the car and confronted me about certain topics in my life, and made me get out of the car. Once out of the car I have to throw a rock into the river that represents what I am leaving behind on this car ride, and I cry the rest of the way home.",
2089,I had a memory of being very young and swinging on a swing in a park.,
2090,OPT OUT TO DESCRIBE.,
2091,"An extremely embarrassing moment I had with the opposite sex; over text. I tend to criticize myself and analyze the interactions I have with others. Due to my over-thinking habit, I can't get rid of the memory.",
2092,I prefer not to say,
2093,A person is telling me they do not want to ee me every time they come home. I haven't done anything wrong but they are so angry.,
2094,"friend committed suicide on my residence floor, I clearly remember running into the arms of my best friend and crying.",
2095,"A couple years ago, I almost got into a serious car accident. The driver of the vehicle I was in did not notice the red light and collided slightly with a car traveling perpendicular to us. The other driver did not stop, and no one in the vehicle I was in suffered any injuries.",
2096,I tend to think about my grade 10 piano exam when I was 18. I remember how nervous I was and how it was in a new building then past examinations. I also thought about how my sister went before me and how I walked outside to keep calm.,
2097,embarrassing moments,
2098,"I remembered the most important details of the memory. Things like seating, shape and colour were not as vivid. I remembered what made me uneasy.",
2099,I sent a video of myself singing to two of my friends because I wanted attention. but it was really lame and embarrassing. this was back in grade 9.,
2100,allowing someone to do something i didn't want them to do,
2101,being with significant other,
2102,it appears when my emotion is similar to the memory. or when I am super sad and emotional.,
2103,it was a significant fight i got into with an ex partner that ended our relationship. I sometimes think about other things I could / should have to them instead of what actually happened.,
2104,It was dark. I am standing outside and I can see how scared myself is (as if im looking at myself from someone else’s eyes),
2105,I had a brief memory of being sexually assaulted as a child.,
2106,"i was in tenth grade at highschool working for a co-op job in the summer. my direct boss was friendly to me and i had considered it only to be on a professional level of friendliness. later he began to inappropriately text me and make advances on me, which i didnt realize for a while because i was naive and didnt think a guy over twice my age would come on to me. once he randomly started massaging me at the workplace (which made me extremely uncomfortable) and told me about how he used to massage his ex-girlfriend's back. after my placement was finished he attempted to guilt me into going to visit him to ""watch a movie in his hot tub"". after this i expressed my discomfort and stopped to responding to his messages... he continued to message up to a year after.",
2107,I felt the feeling of fear in that moment reoccur in my body and it felt as if I was living it again.,
2108,no thanks,
